abilities	against_bug	against_dark	against_dragon	against_electric	against_fairy	against_fight	against_fire	against_flying	against_ghost	against_grass	against_ground	against_ice	against_normal	against_poison	against_psychic	against_rock	against_steel	against_water	attack	base_egg_steps	base_happiness	base_total	capture_rate	classfication	defense	experience_growth	height_m	hp	japanese_name	name	percentage_male	pokedex_number	sp_attack	sp_defense	speed	type1	type2	weight_kg	generation	is_legendary
['Levitate']	2	2	1	0	1	0.5	1	1	2	2	1	2	1	0.5	0.5	0.5	1	2	70	5120	70	500	90	Clay Doll PokÃ©mon	105	1000000	1.5	60	Nendollãƒãƒ³ãƒ‰ãƒ¼ãƒ«	Claydol		344	70	120	75	ground	psychic	108	3	0
['Suction Cups', 'Storm Drain']	2	1	1	0.5	1	2	1	1	1	1	1	2	0.5	1	1	1	2	1	41	7680	70	355	45	Sea Lily PokÃ©mon	77	600000	1	66	Lilylaãƒªãƒªãƒ¼ãƒ©	Lileep	88.1	345	61	87	23	rock	grass	23.8	3	0
['Suction Cups', 'Storm Drain']	2	1	1	0.5	1	2	1	1	1	1	1	2	0.5	1	1	1	2	1	81	7680	70	495	45	Barnacle PokÃ©mon	97	600000	1.5	86	Yuradleãƒ¦ãƒ¬ã‚¤ãƒ‰ãƒ«	Cradily	88.1	346	81	107	43	rock	grass	60.4	3	0
['Battle Armor', 'Swift Swim']	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	1	2	2	2	95	7680	70	355	45	Old Shrimp PokÃ©mon	50	600000	0.7	45	Anopthã‚¢ãƒŽãƒ—ã‚¹	Anorith	88.1	347	40	50	75	rock	bug	12.5	3	0
['Battle Armor', 'Swift Swim']	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	1	2	2	2	125	7680	70	495	45	Plate PokÃ©mon	100	600000	1.5	75	Armaldoã‚¢ãƒ¼ãƒžãƒ«ãƒ‰	Armaldo	88.1	348	70	80	45	rock	bug	68.2	3	0
['Swift Swim', 'Oblivious', 'Adaptability']	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	15	5120	70	200	255	Fish PokÃ©mon	20	600000	0.6	20	Hinbassãƒ’ãƒ³ãƒã‚¹	Feebas	50	349	10	55	80	water		7.4	3	0
['Marvel Scale', 'Competitive', 'Cute Charm']	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	60	5120	70	540	60	Tender PokÃ©mon	79	600000	6.2	95	MilokarossãƒŸãƒ­ã‚«ãƒ­ã‚¹	Milotic	50	350	100	125	81	water		162	3	0
['Forecast']	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	70	6400	70	420	45	Weather PokÃ©mon	70	1000000	0.3	70	Powalenãƒãƒ¯ãƒ«ãƒ³	Castform	50	351	70	70	70	normal		0.8	3	0
['Color Change', 'Protean']	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	90	5120	70	440	200	Color Swap PokÃ©mon	70	1059860	1	60	Kakureonã‚«ã‚¯ãƒ¬ã‚ªãƒ³	Kecleon	50	352	60	120	40	normal		22	3	0
['Insomnia', 'Frisk', 'Cursed Body']	0.5	2	1	1	1	0	1	1	2	1	1	1	0	0.5	1	1	1	1	75	6400	35	295	225	Puppet PokÃ©mon	35	800000	0.6	44	Kagebouzuã‚«ã‚²ãƒœã‚¦ã‚º	Shuppet	50	353	63	33	45	ghost		2.3	3	0
['Insomnia', 'Frisk', 'Cursed Body']	0.5	2	1	1	1	0	1	1	2	1	1	1	0	0.5	1	1	1	1	165	6400	35	555	45	Marionette PokÃ©mon	75	800000	1.1	64	Juppetaã‚¸ãƒ¥ãƒšãƒƒã‚¿	Banette	50	354	93	83	75	ghost		12.5	3	0
['Levitate', 'Frisk']	0.5	2	1	1	1	0	1	1	2	1	1	1	0	0.5	1	1	1	1	40	6400	35	295	190	Requiem PokÃ©mon	90	800000	0.8	20	Yomawaruãƒ¨ãƒžãƒ¯ãƒ«	Duskull	50	355	30	90	25	ghost		15	3	0
['Pressure', 'Frisk']	0.5	2	1	1	1	0	1	1	2	1	1	1	0	0.5	1	1	1	1	70	6400	35	455	90	Beckon PokÃ©mon	130	800000	1.6	40	Samayouruã‚µãƒžãƒ¨ãƒ¼ãƒ«	Dusclops	50	356	60	130	25	ghost		30.6	3	0
['Chlorophyll', 'Solar Power', 'Harvest']	1	1	1	1	1	0.5	2	2	1	0.25	0	4	1	2	1	2	1	0.5	68	6400	70	460	200	Fruit PokÃ©mon	83	1250000	2	99	Tropiusãƒˆãƒ­ãƒ”ã‚¦ã‚¹	Tropius	50	357	72	87	51	grass	flying	100	3	0
['Levitate']	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	50	6400	70	455	45	Wind Chime PokÃ©mon	80	800000	0.6	75	Chireanãƒãƒªãƒ¼ãƒ³	Chimecho	50	358	95	90	65	psychic		1	3	0
['Pressure', 'Super Luck', 'Justified']	2	0.5	1	1	2	2	1	1	0.5	1	1	1	1	1	0	1	1	1	150	6400	35	565	30	Disaster PokÃ©mon	60	1059860	1.2	65	Absolã‚¢ãƒ–ã‚½ãƒ«	Absol	50	359	115	60	115	dark		47	3	0
['Shadow Tag', 'Telepathy']	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	23	5120	70	260	125	Bright PokÃ©mon	48	1000000	0.6	95	Sohnanoã‚½ãƒ¼ãƒŠãƒŽ	Wynaut	50	360	23	48	23	psychic		14	3	0
['Inner Focus', 'Ice Body', 'Moody']	1	1	1	1	1	2	2	1	1	1	1	0.5	1	1	1	2	2	1	50	5120	70	300	190	Snow Hat PokÃ©mon	50	1000000	0.7	50	Yukiwarashiãƒ¦ã‚­ãƒ¯ãƒ©ã‚·	Snorunt	50	361	50	50	50	ice		16.8	3	0
['Inner Focus', 'Ice Body', 'Moody']	1	1	1	1	1	2	2	1	1	1	1	0.5	1	1	1	2	2	1	120	5120	70	580	75	Face PokÃ©mon	80	1000000	1.5	80	Onigohriã‚ªãƒ‹ã‚´ãƒ¼ãƒª	Glalie	50	362	120	80	100	ice		256.5	3	0
['Thick Fat', 'Ice Body', 'Oblivious']	1	1	1	2	1	2	1	1	1	2	1	0.25	1	1	1	2	1	0.5	40	5120	70	290	255	Clap PokÃ©mon	50	1059860	0.8	70	Tamazarashiã‚¿ãƒžã‚¶ãƒ©ã‚·	Spheal	50	363	55	50	25	ice	water	39.5	3	0
['Thick Fat', 'Ice Body', 'Oblivious']	1	1	1	2	1	2	1	1	1	2	1	0.25	1	1	1	2	1	0.5	60	5120	70	410	120	Ball Roll PokÃ©mon	70	1059860	1.1	90	Todogglerãƒˆãƒ‰ã‚°ãƒ©ãƒ¼	Sealeo	50	364	75	70	45	ice	water	87.6	3	0
['Thick Fat', 'Ice Body', 'Oblivious']	1	1	1	2	1	2	1	1	1	2	1	0.25	1	1	1	2	1	0.5	80	5120	70	530	45	Ice Break PokÃ©mon	90	1059860	1.4	110	Todoserugaãƒˆãƒ‰ã‚¼ãƒ«ã‚¬	Walrein	50	365	95	90	65	ice	water	150.6	3	0
['Shell Armor', 'Rattled']	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	64	5120	70	345	255	Bivalve PokÃ©mon	85	600000	0.4	35	Pearluluãƒ‘ãƒ¼ãƒ«ãƒ«	Clamperl	50	366	74	55	32	water		52.5	3	0
['Swift Swim', 'Water Veil']	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	104	5120	70	485	60	Deep Sea PokÃ©mon	105	600000	1.7	55	Huntailãƒãƒ³ãƒ†ãƒ¼ãƒ«	Huntail	50	367	94	75	52	water		27	3	0
['Swift Swim', 'Hydration']	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	84	5120	70	485	60	South Sea PokÃ©mon	105	600000	1.8	55	Sakurabyssã‚µã‚¯ãƒ©ãƒ“ã‚¹	Gorebyss	50	368	114	75	52	water		22.6	3	0
['Swift Swim', 'Rock Head', 'Sturdy']	1	1	1	2	1	2	0.25	0.5	1	4	2	0.5	0.5	0.5	1	1	1	1	90	10240	70	485	25	Longevity PokÃ©mon	130	1250000	1	100	Glanthã‚¸ãƒ¼ãƒ©ãƒ³ã‚¹	Relicanth	88.1	369	45	65	55	water	rock	23.4	3	0
['Swift Swim', 'Hydration']	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	30	5120	70	330	225	Rendezvous PokÃ©mon	55	800000	0.6	43	Lovecusãƒ©ãƒ–ã‚«ã‚¹	Luvdisc	24.6	370	40	65	97	water		8.7	3	0
['Rock Head', 'Sheer Force']	1	1	2	0.5	2	1	0.5	1	1	0.5	1	2	1	1	1	1	1	0.5	75	10240	35	300	45	Rock Head PokÃ©mon	60	1250000	0.6	45	Tatsubayã‚¿ãƒ„ãƒ™ã‚¤	Bagon	50	371	40	30	50	dragon		42.1	3	0
['Rock Head', 'Overcoat']	1	1	2	0.5	2	1	0.5	1	1	0.5	1	2	1	1	1	1	1	0.5	95	10240	35	420	45	Endurance PokÃ©mon	100	1250000	1.1	65	Komoruuã‚³ãƒ¢ãƒ«ãƒ¼	Shelgon	50	372	60	50	50	dragon		110.5	3	0
['Intimidate', 'Moxie']	0.5	1	2	1	2	0.5	0.5	1	1	0.25	0	4	1	1	1	2	1	0.5	145	10240	35	700	45	Dragon PokÃ©mon	130	1250000	1.5	95	Bohmanderãƒœãƒ¼ãƒžãƒ³ãƒ€	Salamence	50	373	120	90	120	dragon	flying	102.6	3	0
['Clear Body', 'Light Metal']	1	2	0.5	1	0.5	1	2	0.5	2	0.5	2	0.5	0.5	0	0.25	0.5	0.5	1	55	10240	35	300	3	Iron Ball PokÃ©mon	80	1250000	0.6	40	Dumbberãƒ€ãƒ³ãƒãƒ«	Beldum		374	35	60	30	steel	psychic	95.2	3	0
['Clear Body', 'Light Metal']	1	2	0.5	1	0.5	1	2	0.5	2	0.5	2	0.5	0.5	0	0.25	0.5	0.5	1	75	10240	35	420	3	Iron Claw PokÃ©mon	100	1250000	1.2	60	Metangãƒ¡ã‚¿ãƒ³ã‚°	Metang		375	55	80	50	steel	psychic	202.5	3	0
['Clear Body', 'Light Metal']	1	2	0.5	1	0.5	1	2	0.5	2	0.5	2	0.5	0.5	0	0.25	0.5	0.5	1	145	10240	35	700	3	Iron Leg PokÃ©mon	150	1250000	1.6	80	Metagrossãƒ¡ã‚¿ã‚°ãƒ­ã‚¹	Metagross		376	105	110	110	steel	psychic	550	3	0
['Clear Body', 'Sturdy']	1	1	1	1	1	2	0.5	0.5	1	2	2	1	0.5	0.5	1	1	2	2	100	20480	35	580	3	Rock Peak PokÃ©mon	200	1250000	1.7	80	Regirockãƒ¬ã‚¸ãƒ­ãƒƒã‚¯	Regirock		377	50	100	50	rock		230	3	1
['Clear Body', 'Ice Body']	1	1	1	1	1	2	2	1	1	1	1	0.5	1	1	1	2	2	1	50	20480	35	580	3	Iceberg PokÃ©mon	100	1250000	1.8	80	Regiceãƒ¬ã‚¸ã‚¢ã‚¤ã‚¹	Regice		378	100	200	50	ice		175	3	1
['Clear Body', 'Light Metal']	0.5	1	0.5	1	0.5	2	2	0.5	1	0.5	2	0.5	0.5	0	0.5	0.5	0.5	1	75	20480	35	580	3	Iron PokÃ©mon	150	1250000	1.9	80	Registeelãƒ¬ã‚¸ã‚¹ãƒãƒ«	Registeel		379	75	150	50	steel		205	3	1
['Levitate']	2	2	2	0.5	2	0.5	0.5	1	2	0.5	1	2	1	1	0.5	1	1	0.5	100	30720	90	700	3	Eon PokÃ©mon	120	1250000	1.4	80	Latiasãƒ©ãƒ†ã‚£ã‚¢ã‚¹	Latias	0	380	140	150	110	dragon	psychic	40	3	1
['Levitate']	2	2	2	0.5	2	0.5	0.5	1	2	0.5	1	2	1	1	0.5	1	1	0.5	130	30720	90	700	3	Eon PokÃ©mon	100	1250000	2	80	Latiosãƒ©ãƒ†ã‚£ã‚ªã‚¹	Latios	100	381	160	120	110	dragon	psychic	60	3	1
['Drizzle']	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	150	30720	0	770	3	Sea Basin PokÃ©mon	90	1250000	4.5	100	Kyogreã‚«ã‚¤ã‚ªãƒ¼ã‚¬	Kyogre		382	180	160	90	water		352	3	1
['Drought']	1	1	1	0	1	1	1	1	1	2	1	2	1	0.5	1	0.5	1	2	180	30720	0	770	3	Continent PokÃ©mon	160	1250000	3.5	100	Groudonã‚°ãƒ©ãƒ¼ãƒ‰ãƒ³	Groudon		383	150	90	90	ground		950	3	1
['Air Lock']	0.5	1	2	1	2	0.5	0.5	1	1	0.25	0	4	1	1	1	2	1	0.5	180	30720	0	780	45	Sky High PokÃ©mon	100	1250000	7	105	Rayquazaãƒ¬ãƒƒã‚¯ã‚¦ã‚¶	Rayquaza		384	180	100	115	dragon	flying	206.5	3	1
['Serene Grace']	1	2	0.5	1	0.5	1	2	0.5	2	0.5	2	0.5	0.5	0	0.25	0.5	0.5	1	100	30720	100	600	3	Wish PokÃ©mon	100	1250000	0.3	100	Jirachiã‚¸ãƒ©ãƒ¼ãƒ	Jirachi		385	100	100	100	steel	psychic	1.1	3	1
['Pressure']	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	95	30720	0	600	3	DNA PokÃ©mon	90	1250000	1.7	50	Deoxysãƒ‡ã‚ªã‚­ã‚·ã‚¹	Deoxys		386	95	90	180	psychic		60.8	3	1
['Overgrow', 'Shell Armor']	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	68	5120	70	318	45	Tiny Leaf PokÃ©mon	64	1059860	0.4	55	NaetleãƒŠã‚¨ãƒˆãƒ«	Turtwig	88.1	387	45	55	31	grass		10.2	4	0
['Overgrow', 'Shell Armor']	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	89	5120	70	405	45	Grove PokÃ©mon	85	1059860	1.1	75	Hayashigameãƒãƒ¤ã‚·ã‚¬ãƒ¡	Grotle	88.1	388	55	65	36	grass		97	4	0
['Overgrow', 'Shell Armor']	2	1	1	0	1	1	2	2	1	1	0.5	4	1	1	1	0.5	1	1	109	5120	70	525	45	Continent PokÃ©mon	105	1059860	2.2	95	Dodaitoseãƒ‰ãƒ€ã‚¤ãƒˆã‚¹	Torterra	88.1	389	75	85	56	grass	ground	310	4	0
['Blaze', 'Iron Fist']	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	58	5120	70	309	45	Chimp PokÃ©mon	44	1059860	0.5	44	Hikozaruãƒ’ã‚³ã‚¶ãƒ«	Chimchar	88.1	390	58	44	61	fire		6.2	4	0
['Blaze', 'Iron Fist']	0.25	0.5	1	1	1	1	0.5	2	1	0.5	2	0.5	1	1	2	1	0.5	2	78	5120	70	405	45	Playful PokÃ©mon	52	1059860	0.9	64	Moukazaruãƒ¢ã‚¦ã‚«ã‚¶ãƒ«	Monferno	88.1	391	78	52	81	fire	fighting	22	4	0
['Blaze', 'Iron Fist']	0.25	0.5	1	1	1	1	0.5	2	1	0.5	2	0.5	1	1	2	1	0.5	2	104	5120	70	534	45	Flame PokÃ©mon	71	1059860	1.2	76	Goukazaruã‚´ã‚¦ã‚«ã‚¶ãƒ«	Infernape	88.1	392	104	71	108	fire	fighting	55	4	0
['Torrent', 'Defiant']	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	51	5120	70	314	45	Penguin PokÃ©mon	53	1059860	0.4	53	Pochamaãƒãƒƒãƒãƒ£ãƒž	Piplup	88.1	393	61	56	40	water		5.2	4	0
['Torrent', 'Defiant']	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	66	5120	70	405	45	Penguin PokÃ©mon	68	1059860	0.8	64	Pottaishiãƒãƒƒã‚¿ã‚¤ã‚·	Prinplup	88.1	394	81	76	50	water		23	4	0
['Torrent', 'Defiant']	0.5	1	0.5	2	0.5	2	1	0.5	1	1	2	0.25	0.5	0	0.5	0.5	0.25	0.5	86	5120	70	530	45	Emperor PokÃ©mon	88	1059860	1.7	84	Emperteã‚¨ãƒ³ãƒšãƒ«ãƒˆ	Empoleon	88.1	395	111	101	60	water	steel	84.5	4	0
['Keen Eye', 'Reckless']	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	55	3840	70	245	255	Starling PokÃ©mon	30	1059860	0.3	40	Mukkuruãƒ ãƒƒã‚¯ãƒ«	Starly	50	396	30	30	60	normal	flying	2	4	0
['Intimidate', 'Reckless']	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	75	3840	70	340	120	Starling PokÃ©mon	50	1059860	0.6	55	Mukubirdãƒ ã‚¯ãƒãƒ¼ãƒ‰	Staravia	50	397	40	40	80	normal	flying	15.5	4	0
['Intimidate', 'Reckless']	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	120	3840	70	485	45	Predator PokÃ©mon	70	1059860	1.2	85	Mukuhawkãƒ ã‚¯ãƒ›ãƒ¼ã‚¯	Staraptor	50	398	50	60	100	normal	flying	24.9	4	0
['Simple', 'Unaware', 'Moody']	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	45	3840	70	250	255	Plump Mouse PokÃ©mon	40	1000000	0.5	59	Bippaãƒ“ãƒƒãƒ‘	Bidoof	50	399	35	40	31	normal		20	4	0
['Simple', 'Unaware', 'Moody']	1	1	1	2	1	2	0.5	1	0	2	1	0.5	1	1	1	1	0.5	0.5	85	3840	70	410	127	Beaver PokÃ©mon	60	1000000	1	79	Beadaruãƒ“ãƒ¼ãƒ€ãƒ«	Bibarel	50	400	55	60	71	normal	water	31.5	4	0
['Shed Skin', 'Run Away']	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	25	3840	70	194	255	Cricket PokÃ©mon	41	1059860	0.3	37	Korobohshiã‚³ãƒ­ãƒœãƒ¼ã‚·	Kricketot	50	401	25	41	25	bug		2.2	4	0
['Swarm', 'Technician']	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	85	3840	70	384	45	Cricket PokÃ©mon	51	1059860	1	77	Korotockã‚³ãƒ­ãƒˆãƒƒã‚¯	Kricketune	50	402	55	51	65	bug		25.5	4	0
['Rivalry', 'Intimidate', 'Guts']	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	65	5120	70	263	235	Flash PokÃ©mon	34	1059860	0.5	45	Kolinkã‚³ãƒªãƒ³ã‚¯	Shinx	50	403	40	34	45	electric		9.5	4	0
['Rivalry', 'Intimidate', 'Guts']	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	85	5120	100	363	120	Spark PokÃ©mon	49	1059860	0.9	60	Luxioãƒ«ã‚¯ã‚·ã‚ª	Luxio	50	404	60	49	60	electric		30.5	4	0
['Rivalry', 'Intimidate', 'Guts']	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	120	5120	70	523	45	Gleam Eyes PokÃ©mon	79	1059860	1.4	80	Rentorarãƒ¬ãƒ³ãƒˆãƒ©ãƒ¼	Luxray	50	405	95	79	70	electric		42	4	0
['Natural Cure', 'Poison Point', 'Leaf Guard']	1	1	1	0.5	0.5	0.5	2	2	1	0.25	1	2	1	1	2	1	1	0.5	30	5120	70	280	255	Bud PokÃ©mon	35	1059860	0.2	40	Subomieã‚¹ãƒœãƒŸãƒ¼	Budew	50	406	50	70	55	grass	poison	1.2	4	0
['Natural Cure', 'Poison Point', 'Technician']	1	1	1	0.5	0.5	0.5	2	2	1	0.25	1	2	1	1	2	1	1	0.5	70	5120	70	515	75	Bouquet PokÃ©mon	65	1059860	0.9	60	Roseradeãƒ­ã‚ºãƒ¬ã‚¤ãƒ‰	Roserade	50	407	125	105	90	grass	poison	14.5	4	0
['Mold Breaker', 'Sheer Force']	1	1	1	1	1	2	0.5	0.5	1	2	2	1	0.5	0.5	1	1	2	2	125	7680	70	350	45	Head Butt PokÃ©mon	40	600000	0.9	67	Zugaidosã‚ºã‚¬ã‚¤ãƒ‰ã‚¹	Cranidos	88.1	408	30	30	58	rock		31.5	4	0
['Mold Breaker', 'Sheer Force']	1	1	1	1	1	2	0.5	0.5	1	2	2	1	0.5	0.5	1	1	2	2	165	7680	70	495	45	Head Butt PokÃ©mon	60	600000	1.6	97	Rampaldãƒ©ãƒ ãƒ‘ãƒ«ãƒ‰	Rampardos	88.1	409	65	50	58	rock		102.5	4	0
['Sturdy', 'Soundproof']	0.5	1	0.5	1	0.5	4	1	0.25	1	1	4	0.5	0.25	0	0.5	0.5	1	2	42	7680	70	350	45	Shield PokÃ©mon	118	600000	0.5	30	Tatetopsã‚¿ãƒ†ãƒˆãƒ—ã‚¹	Shieldon	88.1	410	42	88	30	rock	steel	57	4	0
['Sturdy', 'Soundproof']	0.5	1	0.5	1	0.5	4	1	0.25	1	1	4	0.5	0.25	0	0.5	0.5	1	2	52	7680	70	495	45	Shield PokÃ©mon	168	600000	1.3	60	Toridepsãƒˆãƒªãƒ‡ãƒ—ã‚¹	Bastiodon	88.1	411	47	138	30	rock	steel	149.5	4	0
['Shed Skin', 'Overcoat']	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	29	3840	70	224	120	Bagworm PokÃ©mon	45	1000000	0.2	40	MinomucchiãƒŸãƒŽãƒ ãƒƒãƒ	Burmy	50	412	29	45	36	bug		3.4	4	0
['Anticipation', 'Overcoat']	2	1	1	0.5	1	0.5	4	4	1	0.25	0.25	2	1	2	1	2	1	0.5	69	3840	70	424	45	Bagworm PokÃ©mon	95	1000000	0.5	60	Minomadam (kusaki No Mino)ãƒŸãƒŽãƒžãƒ€ãƒ 	Wormadam	0	413	69	95	36	bug	grass	6.5	4	0
['Swarm', 'Tinted Lens']	0.5	1	1	2	1	0.25	2	2	1	0.25	0	2	1	1	1	4	1	1	94	3840	70	424	45	Moth PokÃ©mon	50	1000000	0.9	70	Gamaleã‚¬ãƒ¼ãƒ¡ã‚¤ãƒ«	Mothim	100	414	94	50	66	bug	flying	23.3	4	0
['Honey Gather', 'Hustle']	0.5	1	1	2	1	0.25	2	2	1	0.25	0	2	1	1	1	4	1	1	30	3840	70	244	120	Tiny Bee PokÃ©mon	42	1059860	0.3	30	MitsuhoneyãƒŸãƒ„ãƒãƒ‹ãƒ¼	Combee	88.1	415	30	42	70	bug	flying	5.5	4	0
['Pressure', 'Unnerve']	0.5	1	1	2	1	0.25	2	2	1	0.25	0	2	1	1	1	4	1	1	80	3840	70	474	45	Beehive PokÃ©mon	102	1059860	1.2	70	Beequenãƒ“ãƒ¼ã‚¯ã‚¤ãƒ³	Vespiquen	0	416	80	102	40	bug	flying	38.5	4	0
['Run Away', 'Pickup', 'Volt Absorb']	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	45	2560	100	405	200	EleSquirrel PokÃ©mon	70	1000000	0.4	60	Pachirisuãƒ‘ãƒãƒªã‚¹	Pachirisu	50	417	45	90	95	electric		3.9	4	0
['Swift Swim', 'Water Veil']	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	65	5120	70	330	190	Sea Weasel PokÃ©mon	35	1000000	0.7	55	Buoyselãƒ–ã‚¤ã‚¼ãƒ«	Buizel	50	418	60	30	85	water		29.5	4	0
['Swift Swim', 'Water Veil']	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	105	5120	70	495	75	Sea Weasel PokÃ©mon	55	1000000	1.1	85	Floazelãƒ•ãƒ­ãƒ¼ã‚¼ãƒ«	Floatzel	50	419	85	50	115	water		33.5	4	0
['Chlorophyll']	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	35	5120	70	275	190	Cherry PokÃ©mon	45	1000000	0.4	45	Cherinboãƒã‚§ãƒªãƒ³ãƒœ	Cherubi	50	420	62	53	35	grass		3.3	4	0
['Flower Gift']	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	60	5120	70	450	75	Blossom PokÃ©mon	70	1000000	0.5	70	Cherrimãƒã‚§ãƒªãƒ 	Cherrim	50	421	87	78	85	grass		9.3	4	0
['Sticky Hold', 'Storm Drain', 'Sand Force']	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	48	5120	70	325	190	Sea Slug PokÃ©mon	48	1000000	0.3	76	Karanakushiã‚«ãƒ©ãƒŠã‚¯ã‚·	Shellos	50	422	57	62	34	water		6.3	4	0
['Sticky Hold', 'Storm Drain', 'Sand Force']	1	1	1	0	1	1	0.5	1	1	4	1	1	1	0.5	1	0.5	0.5	1	83	5120	70	475	75	Sea Slug PokÃ©mon	68	1000000	0.9	111	Tritodonãƒˆãƒªãƒˆãƒ‰ãƒ³	Gastrodon	50	423	92	82	39	water	ground	29.9	4	0
['Technician', 'Pickup', 'Skill Link']	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	100	5120	100	482	45	Long Tail PokÃ©mon	66	800000	1.2	75	Etebothã‚¨ãƒ†ãƒœãƒ¼ã‚¹	Ambipom	50	424	60	66	115	normal		20.3	4	0
['Aftermath', 'Unburden', 'Flare Boost']	0.25	2	1	2	1	0	1	1	2	0.5	0	2	0	0.5	1	2	1	1	50	7680	70	348	125	Balloon PokÃ©mon	34	1640000	0.4	90	Fuwanteãƒ•ãƒ¯ãƒ³ãƒ†	Drifloon	50	425	60	44	70	ghost	flying	1.2	4	0
['Aftermath', 'Unburden', 'Flare Boost']	0.25	2	1	2	1	0	1	1	2	0.5	0	2	0	0.5	1	2	1	1	80	7680	70	498	60	Blimp PokÃ©mon	44	1640000	1.2	150	Fuwarideãƒ•ãƒ¯ãƒ©ã‚¤ãƒ‰	Drifblim	50	426	90	54	80	ghost	flying	15	4	0
['Run Away', 'Klutz', 'Limber']	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	66	5120	0	350	190	Rabbit PokÃ©mon	44	1000000	0.4	55	MimirolãƒŸãƒŸãƒ­ãƒ«	Buneary	50	427	44	56	85	normal		5.5	4	0
['Cute Charm', 'Klutz', 'Limber']	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	136	5120	140	580	60	Rabbit PokÃ©mon	94	1000000	1.2	65	MimilopãƒŸãƒŸãƒ­ãƒƒãƒ—	Lopunny	50	428	54	96	135	normal		33.3	4	0
['Levitate']	0.5	2	1	1	1	0	1	1	2	1	1	1	0	0.5	1	1	1	1	60	6400	35	495	45	Magical PokÃ©mon	60	800000	0.9	60	Mumargiãƒ ã‚¦ãƒžãƒ¼ã‚¸	Mismagius	50	429	105	105	105	ghost		4.4	4	0
['Insomnia', 'Super Luck', 'Moxie']	1	0.5	1	2	2	1	1	1	0.5	0.5	0	2	1	1	0	2	1	1	125	5120	35	505	30	Big Boss PokÃ©mon	52	1059860	0.9	100	Dongkarasuãƒ‰ãƒ³ã‚«ãƒ©ã‚¹	Honchkrow	50	430	105	52	71	dark	flying	27.3	4	0
['Limber', 'Own Tempo', 'Keen Eye']	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	55	5120	70	310	190	Catty PokÃ©mon	42	800000	0.5	49	Nyarmarãƒ‹ãƒ£ãƒ«ãƒžãƒ¼	Glameow	24.6	431	42	37	85	normal		3.9	4	0
